2025-07-15 21:24:14.614359,0,0
2025-07-15 21:24:17.606422,0,2
2025-07-15 21:24:17.763178,0,0
2025-07-15 21:24:17.971815,0,0
2025-07-15 21:24:18.131536,0,0
2025-07-15 21:24:18.394084,0,0
2025-07-15 21:24:21.492240,0,3
2025-07-15 21:24:21.911307,0,0
2025-07-15 21:24:29.238063,1,7
2025-07-15 21:24:33.382263,3,4
2025-07-15 21:24:35.633187,2,2
2025-07-15 21:24:36.158522,0,0
2025-07-15 21:24:36.317051,0,0
2025-07-15 21:24:36.528379,0,0
2025-07-15 21:24:38.046558,0,1
2025-07-15 21:24:38.574746,0,0
2025-07-15 21:24:41.149066,1,2
2025-07-15 21:24:41.306833,0,0
2025-07-15 21:24:45.493126,4,4
2025-07-15 21:24:45.755135,0,0
2025-07-15 21:24:46.018305,0,0
2025-07-15 21:24:47.064046,1,1
2025-07-15 21:24:47.222405,0,0
2025-07-15 21:24:51.729290,2,4
2025-07-15 21:24:52.201404,0,0
2025-07-15 21:24:55.819510,2,3
2025-07-15 21:24:57.711390,1,1
2025-07-15 21:24:58.863656,1,1
2025-07-15 21:25:02.368823,4,3
2025-07-15 21:25:04.155960,1,1
2025-07-15 21:25:04.890223,0,0
2025-07-15 21:25:09.440331,3,4
2025-07-15 21:25:09.651295,0,0
2025-07-15 21:25:13.470455,3,3
2025-07-15 21:25:21.061517,5,7
2025-07-15 21:25:24.303126,2,3
2025-07-15 21:25:28.438877,2,4
2025-07-15 21:25:32.266401,4,3
2025-07-15 21:25:36.249639,5,3
2025-07-15 21:25:40.080460,3,3
2025-07-15 21:25:46.396942,7,6
2025-07-15 21:25:48.075376,2,1
2025-07-15 21:25:50.752118,3,2
2025-07-15 21:25:57.304031,6,6
2025-07-15 21:26:13.383100,14,16
2025-07-15 21:26:15.845853,3,2
2025-07-15 21:26:18.050599,2,2
2025-07-15 21:26:23.503322,6,5
2025-07-15 21:26:28.922155,3,5
2025-07-15 21:26:35.606960,4,6
2025-07-15 21:26:42.354415,6,6
2025-07-15 21:26:47.028689,5,4
2025-07-15 21:26:47.761993,1,0
2025-07-15 21:26:50.017366,2,2
2025-07-15 21:26:52.740727,2,2
2025-07-15 21:26:57.350406,4,4
2025-07-15 21:27:03.820279,5,6
2025-07-15 21:27:04.395721,1,0
2025-07-15 21:27:08.900419,4,4
2025-07-15 21:27:11.463498,4,2
2025-07-15 21:27:13.259097,2,1
2025-07-15 21:27:18.293560,4,5
2025-07-15 21:27:21.288653,4,2
2025-07-15 21:27:27.074173,5,5
2025-07-15 21:27:32.479558,5,5
2025-07-15 21:27:36.894937,3,4
2025-07-15 21:27:38.648883,2,1
2025-07-15 21:27:42.392511,4,3
2025-07-15 21:27:48.422390,6,6
2025-07-15 21:27:50.476817,2,2
2025-07-15 21:27:56.004406,7,5
2025-07-15 21:27:56.477562,0,0
2025-07-15 21:27:57.212709,2,0
2025-07-15 21:28:02.381589,5,5
2025-07-15 21:28:08.028033,5,5
2025-07-15 21:28:09.428650,1,1
2025-07-15 21:28:10.985395,2,1
2025-07-15 21:28:14.829604,5,3
2025-07-15 21:28:21.971618,5,7
2025-07-15 21:28:28.770704,5,6
2025-07-15 21:28:31.717398,2,2
2025-07-15 21:28:35.361416,4,3
2025-07-15 21:28:40.336857,5,4
2025-07-15 21:28:43.504535,4,3
2025-07-15 21:28:46.570206,4,3
2025-07-15 21:28:50.520522,4,3
2025-07-15 21:28:52.694007,2,2
2025-07-15 21:28:57.154480,4,4
2025-07-15 21:29:04.672662,7,7
2025-07-15 21:29:09.805839,7,5
2025-07-15 21:29:14.504110,5,4
2025-07-15 21:29:22.376855,6,7
2025-07-15 21:29:24.862405,2,2
2025-07-15 21:29:25.328688,1,0
2025-07-15 21:29:30.404131,3,5
2025-07-15 21:29:37.144304,8,6
2025-07-15 21:29:39.632256,2,2
2025-07-15 21:29:42.837917,4,3
2025-07-15 21:29:45.737783,3,2
2025-07-15 21:29:49.207497,5,3
2025-07-15 21:29:53.250972,5,4
2025-07-15 21:29:57.403885,5,4
2025-07-15 21:30:02.607302,6,5
2025-07-15 21:30:06.777203,3,4
2025-07-15 21:30:11.860366,5,5
2025-07-15 21:30:19.121261,7,7
2025-07-15 21:30:22.337562,3,3
2025-07-15 21:30:25.496661,2,3
2025-07-15 21:30:32.071885,6,6
2025-07-15 21:30:37.920044,5,5
2025-07-15 21:30:41.125368,3,3
2025-07-15 21:30:43.703725,3,2
2025-07-15 21:30:46.915285,4,3
2025-07-15 21:30:49.506810,2,2
2025-07-15 21:30:54.745121,7,5
2025-07-15 21:31:00.297099,6,5
2025-07-15 21:31:07.085152,10,6
2025-07-15 21:31:11.694247,5,4
2025-07-15 21:31:15.105703,5,3
2025-07-15 21:31:22.736163,8,7
2025-07-15 21:31:26.358179,6,3
2025-07-15 21:31:26.565183,0,0
2025-07-15 21:31:29.320193,2,2
2025-07-15 21:31:29.526820,0,0
2025-07-15 21:31:32.322329,2,2
2025-07-15 21:31:37.094069,5,4
2025-07-15 21:31:47.876015,9,10
2025-07-15 21:31:52.021193,3,4
2025-07-15 21:31:56.944128,4,4
2025-07-15 21:31:59.016232,1,2
2025-07-15 21:31:59.587327,1,0
2025-07-15 21:32:02.924932,5,3
2025-07-15 21:32:09.399498,5,6
2025-07-15 21:32:12.084242,3,2
2025-07-15 21:32:19.747283,10,7
2025-07-15 21:32:27.728170,9,7
2025-07-15 21:32:35.032281,7,7
2025-07-15 21:32:40.438112,4,5
2025-07-15 21:32:44.372860,4,3
2025-07-15 21:32:48.987878,6,4
2025-07-15 21:32:57.119664,7,8
2025-07-15 21:33:03.494874,6,6
2025-07-15 21:33:06.337614,3,2
2025-07-15 21:33:12.131111,6,5
2025-07-15 21:33:21.437937,8,9
2025-07-15 21:33:24.601626,3,3
2025-07-15 21:33:24.862128,0,0
2025-07-15 21:33:26.835961,1,1
2025-07-15 21:33:30.517630,3,3
2025-07-15 21:33:36.341000,6,5
2025-07-15 21:33:39.873351,4,3
2025-07-15 21:33:44.390756,7,4
2025-07-15 21:33:48.447944,4,4
2025-07-15 21:33:51.105738,2,2
2025-07-15 21:33:53.282669,3,2
2025-07-15 21:33:55.515515,1,2
2025-07-15 21:34:02.216915,6,6
2025-07-15 21:34:05.495670,5,3
2025-07-15 21:34:08.310201,5,2
2025-07-15 21:34:10.438044,3,2
2025-07-15 21:34:11.993121,3,1
2025-07-15 21:34:15.510478,6,3
2025-07-15 21:34:19.334208,5,3
2025-07-15 21:34:25.281963,8,5
2025-07-15 21:34:27.098918,2,1
2025-07-15 21:34:35.581504,9,8
2025-07-15 21:34:37.905979,2,2
2025-07-15 21:34:42.465338,6,4
2025-07-15 21:34:43.190388,2,0
2025-07-15 21:34:46.137815,3,2
2025-07-15 21:34:53.593843,7,7
2025-07-15 21:35:04.932095,13,11
2025-07-15 21:35:07.838121,3,2
2025-07-15 21:35:11.371580,4,3
2025-07-15 21:35:12.252681,1,0
2025-07-15 21:35:19.814197,8,7
2025-07-15 21:35:21.061674,1,1
2025-07-15 21:35:26.298658,5,5
2025-07-15 21:35:31.437972,5,5
2025-07-15 21:35:34.233008,3,2
2025-07-15 21:35:38.739595,4,4
2025-07-15 21:35:45.117995,8,6
2025-07-15 21:35:52.216570,7,7
2025-07-15 21:35:54.135992,2,1
2025-07-15 21:35:56.262412,3,2
2025-07-15 21:36:00.820387,6,4
2025-07-15 21:36:08.031238,8,7
2025-07-15 21:36:10.871087,5,2
2025-07-15 21:36:11.698992,2,0
2025-07-15 21:36:15.016332,5,3
2025-07-15 21:36:21.449383,6,6
2025-07-15 21:36:27.202824,6,5
2025-07-15 21:36:29.688041,3,2
2025-07-15 21:36:31.912864,3,2
2025-07-15 21:36:34.969549,2,3
2025-07-15 21:36:39.832837,5,4
2025-07-15 21:36:45.368693,6,5
2025-07-15 21:36:48.210206,4,2
2025-07-15 21:36:48.624158,0,0
2025-07-15 21:36:53.495328,7,4
2025-07-15 21:36:56.451086,2,2
2025-07-15 21:37:03.237837,8,6
2025-07-15 21:37:06.503843,3,3
2025-07-15 21:37:12.718176,6,6
2025-07-15 21:37:16.546179,4,3
2025-07-15 21:37:17.486824,1,0
2025-07-15 21:37:19.041271,1,1
2025-07-15 21:37:21.480220,2,2
2025-07-15 21:37:27.088453,6,5
2025-07-15 21:37:32.172581,7,5
2025-07-15 21:37:38.358475,7,6
2025-07-15 21:37:44.331501,5,5
2025-07-15 21:37:50.709949,6,6
2025-07-15 21:37:55.691919,6,4
2025-07-15 21:37:59.376005,4,3
2025-07-15 21:38:02.175730,4,2
2025-07-15 21:38:05.135413,4,2
2025-07-15 21:38:10.892201,6,5
2025-07-15 21:38:11.775829,1,0
2025-07-15 21:38:22.431685,9,10
2025-07-15 21:38:26.008605,4,3
2025-07-15 21:38:30.898876,4,4
2025-07-15 21:38:33.491543,4,2
2025-07-15 21:38:37.074160,4,3
2025-07-15 21:38:41.231280,4,4
2025-07-15 21:38:45.284430,7,4
2025-07-15 21:38:45.958212,0,0
2025-07-15 21:38:49.373881,4,3
2025-07-15 21:38:54.040849,8,4
2025-07-15 21:38:55.138357,1,1
2025-07-15 21:38:58.342627,3,3
2025-07-15 21:38:59.844297,1,1
2025-07-15 21:39:01.875712,2,2
2025-07-15 21:39:06.649137,4,4
2025-07-15 21:39:15.207983,8,8
2025-07-15 21:39:18.379870,4,3
2025-07-15 21:39:25.235526,9,6
2025-07-15 21:39:26.679042,2,1
2025-07-15 21:39:30.458341,3,3
2025-07-15 21:39:34.328103,6,3
2025-07-15 21:39:36.558943,2,2
2025-07-15 21:39:39.763723,5,3
2025-07-15 21:39:48.162570,8,8
2025-07-15 21:39:54.069189,7,5
2025-07-15 21:39:58.976176,5,4
2025-07-15 21:40:01.357915,2,2
2025-07-15 21:40:06.475494,5,5
2025-07-15 21:40:08.290944,2,1
2025-07-15 21:40:10.675264,2,2
2025-07-15 21:40:13.632248,5,2
2025-07-15 21:40:22.334995,11,8
2025-07-15 21:40:24.039121,2,1
2025-07-15 21:40:27.403817,4,3
2025-07-15 21:40:31.233598,4,3
2025-07-15 21:40:39.883547,7,8
2025-07-15 21:40:42.641335,2,2
2025-07-15 21:40:49.173977,7,6
2025-07-15 21:40:54.447856,5,5
2025-07-15 21:40:55.908833,2,1
2025-07-15 21:40:58.503247,3,2
2025-07-15 21:41:06.673496,8,8
2025-07-15 21:41:10.688405,7,4
2025-07-15 21:41:15.650745,5,4
2025-07-15 21:41:19.175317,6,3
2025-07-15 21:41:19.795400,2,0
2025-07-15 21:41:22.855297,6,3
2025-07-15 21:41:25.293249,4,2
2025-07-15 21:41:26.123291,1,0
2025-07-15 21:41:29.594277,3,3
2025-07-15 21:41:35.301446,8,5
2025-07-15 21:41:47.558071,11,12
2025-07-15 21:41:52.547700,4,4
2025-07-15 21:41:55.765595,3,3
2025-07-15 21:41:58.425846,3,2
2025-07-15 21:42:07.603928,6,9
2025-07-15 21:42:07.870999,0,0
2025-07-15 21:42:13.046979,5,5
2025-07-15 21:42:20.915554,9,7
2025-07-15 21:42:23.195781,4,2
2025-07-15 21:42:25.883493,2,2
2025-07-15 21:42:27.503193,2,1
2025-07-15 21:42:30.399286,5,2
2025-07-15 21:42:33.247429,2,2
2025-07-15 21:42:38.009388,6,4
2025-07-15 21:42:42.111347,5,4
2025-07-15 21:42:48.889906,8,6
2025-07-15 21:42:57.527050,11,8
2025-07-15 21:43:00.849862,2,3
2025-07-15 21:43:02.459173,1,1
2025-07-15 21:43:05.870972,2,3
2025-07-15 21:43:06.439045,1,0
2025-07-15 21:43:11.303915,6,4
2025-07-15 21:43:13.941647,4,2
2025-07-15 21:43:18.589900,6,4
2025-07-15 21:43:27.551620,8,8
2025-07-15 21:43:33.550851,6,5
2025-07-15 21:43:36.553817,4,3
2025-07-15 21:43:42.425736,5,5
2025-07-15 21:43:45.481439,4,3
2025-07-15 21:43:46.882517,2,1
2025-07-15 21:43:48.700815,3,1
2025-07-15 21:43:51.246523,2,2
2025-07-15 21:43:52.335046,1,1
2025-07-15 21:43:52.853995,1,0
2025-07-15 21:43:58.697874,6,5
2025-07-15 21:44:08.067362,9,9
2025-07-15 21:44:12.941736,7,4
2025-07-15 21:44:22.614488,9,9
2025-07-15 21:44:28.357830,5,5
2025-07-15 21:44:29.131917,2,0
2025-07-15 21:44:33.684126,6,4
2025-07-15 21:44:35.238144,3,1
2025-07-15 21:44:40.232127,4,4
2025-07-15 21:44:49.213034,8,8
2025-07-15 21:44:50.469052,2,1
2025-07-15 21:44:54.765140,6,4
2025-07-15 21:44:55.847890,1,1
2025-07-15 21:45:01.501272,5,5
2025-07-15 21:45:05.394045,5,3
2025-07-15 21:45:08.913877,4,3
2025-07-15 21:45:12.688086,4,3
2025-07-15 21:45:21.943907,9,9
2025-07-15 21:45:22.357497,1,0
2025-07-15 21:45:30.935234,9,8
2025-07-15 21:45:37.141015,8,6
2025-07-15 21:45:39.682470,4,2
2025-07-15 21:45:44.333164,4,4
2025-07-15 21:45:49.662133,5,5
2025-07-15 21:45:53.600287,6,3
2025-07-15 21:46:01.982067,7,8
2025-07-15 21:46:03.643076,2,1
2025-07-15 21:46:07.053380,3,3
2025-07-15 21:46:10.670016,4,3
2025-07-15 21:46:21.395851,9,10
2025-07-15 21:46:26.146097,5,4
2025-07-15 21:46:32.246034,5,6
2025-07-15 21:46:37.935371,7,5
2025-07-15 21:46:40.954215,4,3
2025-07-15 21:46:43.715084,3,2
2025-07-15 21:46:47.251180,4,3
2025-07-15 21:46:53.561666,7,6
2025-07-15 21:47:00.790144,8,7
2025-07-15 21:47:03.795437,4,3
2025-07-15 21:47:05.251801,4,1
2025-07-15 21:47:10.225856,6,4
2025-07-15 21:47:15.933839,7,5
2025-07-15 21:47:19.354171,3,3
2025-07-15 21:47:22.469048,4,3
2025-07-15 21:47:23.249084,2,0
2025-07-15 21:47:30.457887,7,7
2025-07-15 21:47:35.183264,6,4
2025-07-15 21:47:36.994230,1,1
2025-07-15 21:47:41.409664,4,4
2025-07-15 21:47:43.537975,3,2
2025-07-15 21:47:46.826893,5,3
2025-07-15 21:47:51.018125,5,4
2025-07-15 21:47:53.343894,4,2
2025-07-15 21:47:56.920293,4,3
2025-07-15 21:48:00.287100,4,3
2025-07-15 21:48:04.229320,5,3
2025-07-15 21:48:05.937224,2,1
2025-07-15 21:48:10.694218,6,4
2025-07-15 21:48:15.401225,6,4
2025-07-15 21:48:21.955249,9,6
2025-07-15 21:48:27.286230,6,5
2025-07-15 21:48:31.392587,5,4
2025-07-15 21:48:35.682649,4,4
2025-07-15 21:48:39.620981,4,3
2025-07-15 21:48:45.650514,6,6
2025-07-15 21:48:49.501967,3,3
2025-07-15 21:48:57.135082,7,7
2025-07-15 21:48:59.630981,2,2
2025-07-15 21:49:03.736054,5,4
2025-07-15 21:49:05.082799,2,1
2025-07-15 21:49:07.255123,4,2
2025-07-15 21:49:12.023727,7,4
2025-07-15 21:49:15.973663,5,3
2025-07-15 21:49:25.113160,11,9
2025-07-15 21:49:30.135368,5,5
2025-07-15 21:49:32.727812,3,2
2025-07-15 21:49:43.880085,9,11
2025-07-15 21:49:46.686692,4,2
2025-07-15 21:49:50.009917,4,3
2025-07-15 21:49:51.620743,2,1
2025-07-15 21:49:53.122379,3,1
2025-07-15 21:49:57.425197,4,4
2025-07-15 21:50:01.424156,4,3
2025-07-15 21:50:07.063254,6,5
2025-07-15 21:50:11.621073,5,4
2025-07-15 21:50:15.205416,4,3
2025-07-15 21:50:15.413049,0,0
2025-07-15 21:50:21.369296,7,5
2025-07-15 21:50:30.139074,10,8
2025-07-15 21:50:35.942761,5,5
2025-07-15 21:50:39.585223,3,3
2025-07-15 21:50:43.718802,5,4
2025-07-15 21:50:49.050855,5,5
2025-07-15 21:50:49.675795,1,0
2025-07-15 21:50:55.088878,5,5
2025-07-15 21:50:56.889923,2,1
2025-07-15 21:51:01.401951,4,4
2025-07-15 21:51:09.265844,6,7
2025-07-15 21:51:12.967242,4,3
2025-07-15 21:51:13.589845,2,0
2025-07-15 21:51:18.141098,6,4
2025-07-15 21:51:21.033070,3,2
2025-07-15 21:51:22.978499,2,1
2025-07-15 21:51:24.274555,2,1
2025-07-15 21:51:25.204400,2,0
2025-07-15 21:51:28.720539,6,3
2025-07-15 21:51:31.677934,4,2
2025-07-15 21:51:35.259932,4,3
2025-07-15 21:51:39.308497,4,4
2025-07-15 21:51:43.924163,6,4
2025-07-15 21:51:46.625855,4,2
2025-07-15 21:51:48.858734,2,2
2025-07-15 21:51:54.630097,7,5
2025-07-15 21:51:54.842088,0,0
2025-07-15 21:52:01.912824,9,7
2025-07-15 21:52:06.734241,4,4
2025-07-15 21:52:10.773787,6,4
2025-07-15 21:52:15.968936,5,5
2025-07-15 21:52:18.715110,5,2
2025-07-15 21:52:21.976995,6,3
2025-07-15 21:52:24.364374,3,2
2025-07-15 21:52:28.613296,5,4
2025-07-15 21:52:29.802920,1,1
2025-07-15 21:52:37.075976,8,7
2025-07-15 21:52:42.680077,4,5
2025-07-15 21:52:45.885991,4,3
2025-07-15 21:52:49.569096,3,3
2025-07-15 21:52:58.583320,9,9
2025-07-15 21:53:01.119096,5,2
2025-07-15 21:53:07.205391,8,6
2025-07-15 21:53:10.642158,5,3
2025-07-15 21:53:13.499772,3,2
2025-07-15 21:53:16.452842,3,2
2025-07-15 21:53:19.977133,3,3
2025-07-15 21:53:25.470976,4,5
2025-07-15 21:53:25.730261,0,0
2025-07-15 21:53:26.146929,1,0
2025-07-15 21:53:27.599671,2,1
2025-07-15 21:53:33.031540,4,5
2025-07-15 21:53:36.665554,5,3
2025-07-15 21:53:39.461078,3,2
2025-07-15 21:53:43.082230,4,3
2025-07-15 21:53:44.998184,4,1
2025-07-15 21:53:47.328635,3,2
2025-07-15 21:53:53.541946,6,6
2025-07-15 21:53:55.094428,1,1
2025-07-15 21:53:59.773887,5,4
2025-07-15 21:54:03.560561,4,3
2025-07-15 21:54:08.836955,5,5
2025-07-15 21:54:13.355759,5,4
2025-07-15 21:54:21.459214,7,8
2025-07-15 21:54:22.808559,1,1
2025-07-15 21:54:23.848983,1,1
2025-07-15 21:54:24.057513,0,0
2025-07-15 21:54:27.067244,4,3
2025-07-15 21:54:32.107863,5,5
2025-07-15 21:54:39.228135,8,7
2025-07-15 21:54:45.591241,6,6
2025-07-15 21:54:53.865478,10,8
2025-07-15 21:54:59.488901,5,5
2025-07-15 21:55:04.670760,6,5
2025-07-15 21:55:09.429654,5,4
2025-07-15 21:55:14.447073,4,5
2025-07-15 21:55:18.166837,3,3
2025-07-15 21:55:19.881757,2,1
2025-07-15 21:55:22.950633,4,3
2025-07-15 21:55:27.419756,4,4
2025-07-15 21:55:33.262687,4,5
2025-07-15 21:55:39.789103,8,6
2025-07-15 21:55:40.621442,1,0
2025-07-15 21:55:48.384985,6,7
2025-07-15 21:55:57.588909,11,9
2025-07-15 21:56:00.426621,5,2
2025-07-15 21:56:04.419532,5,3
2025-07-15 21:56:05.147099,1,0
2025-07-15 21:56:07.994029,4,2
2025-07-15 21:56:12.181952,6,4
2025-07-15 21:56:15.975550,4,3
2025-07-15 21:56:19.755119,2,3
2025-07-15 21:56:22.969940,4,3
2025-07-15 21:56:24.571864,2,1
2025-07-15 21:56:29.141599,7,4
2025-07-15 21:56:31.581882,3,2
2025-07-15 21:56:39.270716,7,7
2025-07-15 21:56:42.334050,4,3
2025-07-15 21:56:45.223364,3,2
2025-07-15 21:56:49.587734,5,4
2025-07-15 21:56:50.415666,1,0
2025-07-15 21:56:56.739424,7,6
2025-07-15 21:57:00.537162,5,3
2025-07-15 21:57:03.135416,4,2
2025-07-15 21:57:10.720930,10,7
2025-07-15 21:57:14.859847,3,4
2025-07-15 21:57:16.370829,3,1
2025-07-15 21:57:18.914010,2,2
2025-07-15 21:57:20.727734,3,1
2025-07-15 22:02:39.637967,2,1
2025-07-15 22:02:41.976477,4,2
2025-07-15 22:02:47.126921,4,5
2025-07-15 22:02:49.468625,4,2
2025-07-15 22:02:56.638432,9,7
2025-07-15 22:13:41.906834,4,4
2025-07-15 22:13:50.012696,6,8
2025-07-15 22:13:54.594286,6,4
2025-07-15 22:13:57.971882,3,3
2025-07-15 22:14:01.454849,2,3
2025-07-15 22:21:15.423866,8,5
2025-07-15 22:21:16.150340,1,0
2025-07-15 22:21:19.221059,4,3
2025-07-15 22:21:25.626184,7,6
2025-07-15 22:21:28.016960,2,2
2025-07-16 07:55:45.855340,9,8
2025-07-16 07:55:49.643808,4,3
2025-07-16 07:55:51.696735,4,2
2025-07-16 07:55:57.851295,5,6
2025-07-16 07:56:00.855126,5,3
